,Bairro,Quartos,Vagas,Suites,Area,Valor,Condominio,IPTU
18968,Flamengo,1,0,0,23,800.0,480.0,29.0
19062,Campo Grande,1,1,0,48,650.0,250.0,12.0
19160,Centro,1,0,0,28,900.0,370.0,20.0
19183,Centro,1,0,0,37,940.0,385.0,24.0
19239,Freguesia (Jacarepaguá),1,1,0,45,1100.0,485.0,36.0
19297,Tijuca,1,0,0,35,1000.0,300.0,50.0
19341,Cascadura,1,0,0,45,650.0,250.0,0.0
19363,Centro,1,0,0,34,850.0,410.0,24.0
19395,Vila Isabel,1,1,1,52,1000.0,750.0,25.0
19401,Andaraí,1,0,0,60,1100.0,150.0,20.0
19403,Quintino Bocaiúva,1,0,0,40,700.0,66.0,0.0
19625,Centro,1,0,0,38,900.0,355.0,21.0
19661,Olaria,1,0,0,56,780.0,318.0,0.0
19830,Laranjeiras,1,0,0,25,900.0,450.0,30.0
19854,Olaria,1,0,0,55,850.0,40.0,0.0
19930,Botafogo,1,0,0,22,830.0,599.0,29.0
19975,Cacuia,1,0,0,37,800.0,200.0,24.0
20049,Vila Isabel,1,0,0,36,1000.0,480.0,20.0
20145,Campinho,1,0,1,35,660.0,66.0,0.0
20161,Méier,1,0,0,67,800.0,430.0,0.0
20276,Copacabana,1,0,0,20,1100.0,400.0,0.0
20293,Freguesia (Jacarepaguá),1,1,0,49,950.0,430.0,35.0
20313,Estácio,1,1,1,32,1000.0,410.0,21.0
20490,Flamengo,1,0,0,18,1000.0,373.0,29.0
20538,Méier,1,0,0,40,700.0,355.0,17.0
20623,Pechincha,1,1,0,50,600.0,500.0,20.0
20686,Centro,1,0,0,48,800.0,80.0,0.0
20815,Engenho Novo,1,1,0,45,590.0,270.0,16.0
20915,Barra da Tijuca,1,1,0,42,950.0,650.0,15.0
20965,Barra da Tijuca,1,1,1,45,1070.0,644.0,37.0
20978,Méier,1,0,0,33,700.0,315.0,14.0
21027,Tauá,1,0,0,50,870.0,150.0,0.0
21072,Tijuca,1,0,0,43,1100.0,210.0,0.0
21313,Quintino Bocaiúva,1,1,0,35,650.0,314.0,0.0
21341,São Cristóvão,1,1,0,60,1100.0,400.0,11.0
21447,Lins de Vasconcelos,1,1,0,42,1050.0,504.0,16.0
21459,Rio Comprido,1,1,0,99,1000.0,777.0,68.0
21475,Leme,1,0,0,26,1100.0,605.0,26.0
21481,São Cristóvão,1,0,0,41,1000.0,130.0,0.0
21519,Higienópolis,1,0,0,45,700.0,130.0,0.0
21630,Tijuca,1,0,0,24,1000.0,400.0,0.0
21644,Centro,1,0,0,36,900.0,230.0,20.0
21718,Centro,1,0,0,35,950.0,425.0,25.0
22030,Engenho Novo,1,1,0,51,800.0,532.0,16.0
22068,Centro,1,0,0,35,1150.0,430.0,180.0
22119,Andaraí,1,0,0,48,1050.0,195.0,20.0
22128,Piedade,1,1,0,40,650.0,305.0,16.0
22211,Centro,1,0,0,34,900.0,400.0,0.0
22294,Freguesia (Jacarepaguá),1,1,0,67,1000.0,470.0,16.0
22312,Jacarepaguá,1,1,0,55,900.0,480.0,40.0
22348,Cachambi,1,1,0,45,700.0,210.0,0.0
22388,Centro,1,0,0,20,800.0,338.0,20.0
22414,São Cristóvão,1,0,0,45,700.0,270.0,20.0
22487,Curicica,1,0,0,45,950.0,150.0,0.0
22495,Centro,1,0,0,30,900.0,415.0,23.0
22552,Centro,1,1,0,46,1100.0,560.0,490.0
22597,Copacabana,1,0,0,56,1100.0,920.0,0.0
22610,Catete,1,0,0,22,900.0,446.0,0.0
22690,Santo Cristo,1,1,0,27,800.0,120.0,0.0
22896,Jacarepaguá,1,0,0,30,700.0,112.0,0.0
23023,Quintino Bocaiúva,1,0,0,60,700.0,270.0,0.0
23165,Tijuca,1,0,0,45,1150.0,458.0,46.0
23230,Glória,1,0,0,35,1150.0,350.0,25.0
23427,Centro,1,0,0,47,950.0,250.0,0.0
23452,Praça Seca,1,1,0,56,900.0,240.0,125.0
23529,Centro,1,0,0,30,800.0,280.0,24.0
23534,Centro,1,0,0,25,1000.0,280.0,0.0
23551,Vicente de Carvalho,1,0,0,40,610.0,95.0,0.0
23760,Centro,1,0,0,21,750.0,269.0,24.0
23792,Estácio,1,1,0,36,750.0,342.0,0.0
23831,Grajaú,1,1,0,50,1100.0,500.0,25.0
23895,Méier,1,0,0,33,890.0,250.0,13.0
23942,Jardim Sulacap,1,1,0,45,850.0,70.0,0.0
24024,Vila Isabel,1,0,0,50,1000.0,325.0,34.0
24042,Glória,1,0,0,30,1100.0,348.0,13.0
24113,Centro,1,0,0,40,1000.0,438.0,21.0
24273,Vila Isabel,1,0,0,36,1050.0,385.0,0.0
24478,Copacabana,1,0,0,35,1000.0,410.0,57.0
24669,Centro,1,0,0,45,1000.0,350.0,23.0
24699,Flamengo,1,0,0,15,900.0,401.0,23.0
24716,Tijuca,1,1,0,60,1050.0,695.0,20.0
24798,Méier,1,0,0,32,900.0,180.0,0.0
24851,Madureira,1,1,0,50,650.0,450.0,0.0
24897,Barra da Tijuca,1,0,0,38,1000.0,410.0,15.0
24919,Bonsucesso,1,0,0,62,800.0,270.0,0.0
24928,Vila Isabel,1,0,1,45,1100.0,500.0,24.0
24941,Riachuelo,1,0,0,53,1000.0,217.0,0.0
24942,Engenho Novo,1,1,0,40,1150.0,310.0,0.0
24953,Centro,1,0,0,38,1000.0,335.0,175.0
25100,Praça Seca,1,1,0,40,1000.0,270.0,0.0
25153,Tijuca,1,1,0,40,1100.0,500.0,20.0
25175,Centro,1,0,0,20,800.0,430.0,38.0
25209,Santa Teresa,1,0,0,25,750.0,400.0,0.0
25226,Jacarepaguá,1,1,0,56,600.0,692.0,0.0
25273,Tijuca,1,0,0,30,1000.0,420.0,21.0
25292,Campo Grande,1,1,0,40,500.0,200.0,0.0
25517,Catete,1,0,0,24,1100.0,435.0,225.0
25562,Riachuelo,1,0,0,46,900.0,253.0,17.0
25637,Flamengo,1,0,0,31,1000.0,394.0,24.0
25675,Moneró,1,0,0,55,1000.0,350.0,18.0
25857,Centro,1,0,0,31,850.0,560.0,115.0
25866,Centro,1,0,0,41,1100.0,390.0,24.0
25904,Senador Vasconcelos,1,1,1,40,850.0,180.0,0.0
26018,Madureira,1,1,0,60,650.0,220.0,0.0
26024,Vila da Penha,1,1,0,48,1100.0,150.0,0.0
26027,Centro,1,0,0,34,1000.0,600.0,129.0
26237,Centro,1,0,0,38,800.0,383.0,0.0
26855,Copacabana,1,0,0,19,1100.0,488.0,30.0
26911,Pechincha,1,1,0,54,850.0,347.0,14.0
26948,Bonsucesso,1,1,0,50,950.0,170.0,26.0
26972,Méier,1,0,0,47,900.0,320.0,16.0
26991,Copacabana,1,0,0,40,1100.0,800.0,100.0
27028,Vila Isabel,1,0,0,50,800.0,176.0,24.0
27347,Flamengo,1,0,0,28,900.0,380.0,29.0
27353,Engenho Novo,1,0,0,40,850.0,381.0,0.0
27382,Tijuca,1,0,0,57,1000.0,517.0,0.0
27419,Botafogo,1,0,0,40,700.0,150.0,0.0
27443,Engenho de Dentro,1,0,0,45,600.0,200.0,0.0
27623,Pechincha,1,1,0,46,1100.0,300.0,0.0
27652,Vila Isabel,1,1,0,60,1000.0,500.0,0.0
27654,Taquara,1,1,1,50,600.0,367.0,16.0
27685,Méier,1,1,0,33,900.0,550.0,12.0
27718,Engenho Novo,1,1,0,58,1000.0,580.0,17.0
27750,Recreio dos Bandeirantes,1,0,0,30,900.0,35.0,9.0
28017,Senador Vasconcelos,1,1,1,50,800.0,180.0,0.0
28151,Pavuna,1,1,0,40,400.0,220.0,0.0
28161,Cocotá,1,0,0,37,700.0,200.0,20.0
28227,Cacuia,1,1,0,42,1050.0,330.0,0.0
28284,Centro,1,0,0,22,1000.0,420.0,24.0
28343,Jacarepaguá,1,1,0,55,1100.0,580.0,0.0
28470,Irajá,1,0,0,55,850.0,110.0,0.0
28476,Santa Teresa,1,0,0,31,1000.0,330.0,15.0
28487,Cacuia,1,1,0,37,900.0,214.0,0.0
28504,São Francisco Xavier,1,0,0,76,800.0,415.0,14.0
28606,Andaraí,1,1,0,60,1000.0,230.0,23.0
28707,Centro,1,0,0,34,1100.0,313.0,25.0
28877,Penha Circular,1,0,0,50,650.0,120.0,0.0
28902,Laranjeiras,1,0,0,26,800.0,458.0,29.0
29027,São Cristóvão,1,1,0,36,1000.0,280.0,136.0
29030,Pechincha,1,1,0,52,850.0,585.0,36.0
29225,Centro,1,0,0,22,1050.0,280.0,24.0
29226,Fátima,1,0,0,25,800.0,300.0,20.0
29232,Jardim Guanabara,1,0,0,39,1100.0,250.0,25.0
29250,Centro,1,0,0,40,900.0,400.0,21.0
29270,Botafogo,1,0,0,35,1000.0,293.0,86.0
29319,Centro,1,0,0,21,830.0,355.0,24.0
29357,Oswaldo Cruz,1,1,0,50,1000.0,150.0,0.0
29411,Glória,1,0,0,30,800.0,495.0,0.0
29482,Copacabana,1,0,0,32,1100.0,561.0,29.0
29525,Copacabana,1,0,0,29,790.0,480.0,95.0
29543,Centro,1,0,0,25,1100.0,316.0,24.0
29552,Centro,1,0,0,27,1000.0,420.0,0.0
29557,Tijuca,1,0,0,37,1000.0,462.0,0.0
29698,Laranjeiras,1,0,0,30,1000.0,70.0,29.0
29749,Lapa,1,0,0,35,1100.0,300.0,25.0
29759,Tauá,1,1,0,50,1000.0,424.0,0.0
29868,Méier,1,0,0,41,850.0,430.0,14.0
30023,Irajá,1,0,0,48,850.0,120.0,0.0
30059,Vila da Penha,1,1,0,65,1000.0,369.0,0.0
30156,Centro,1,0,0,40,1000.0,400.0,0.0
30158,Méier,1,0,0,60,900.0,283.0,17.0
30238,Vila Isabel,1,0,0,50,850.0,369.0,24.0
30406,Del Castilho,1,1,0,55,800.0,350.0,0.0
30407,Abolição,1,0,0,42,800.0,260.0,16.0
30515,Centro,1,0,0,24,750.0,322.0,21.0
30552,Barra da Tijuca,1,1,1,65,1000.0,2650.0,180.0
30574,Glória,1,0,0,39,900.0,246.0,0.0
30606,Tijuca,1,0,0,50,1100.0,350.0,21.0
30618,Taquara,1,1,0,49,800.0,465.0,35.0
30807,Tijuca,1,0,0,48,1000.0,650.0,47.0
